fNo;INCDTNUNIQUE;INCDTNO;IYR;IMO;RAILROAD;RR2;INCDTNO2;RR3;INCDTNO3;GXID;YEAR;MONTH;DAY;TIMEHR;TIMEMIN;AMPM;TYPE;CARS;CARSDMG;CARSHZD;EVACUATE;DIVISION;STATION;MILEPOST;STATE;TEMP;VISIBLTY;WEATHER;TRNSPD;TYPSPD;TRNNBR;TRNDIR;TONS;TYPEQ;EQATT;TRKNAME;TRKCLAS;TRKDNSTY;TYPTRK;RRCAR1;CARNBR1;POSITON1;LOADED1;RRCAR2;CARNBR2;POSITON2;LOADED2;HEADEND1;MIDMAN1;MIDREM1;RMAN1;RREM1;HEADEND2;MIDMAN2;MIDREM2;RMAN2;RREM2;LOADF1;LOADP1;EMPTYF1;EMPTYP1;CABOOSE1;LOADF2;LOADP2;EMPTYF2;EMPTYP2;CABOOSE2;EQPDMG;TRKDMG;CAUSE;CAUSE2;CASKLDRR;CASINJRR;CASKLD;CASINJ;ACCAUSE;ACCTRK;ACCTRKCL;HIGHSPD;ACCDMG;STCNTY;TOTINJ;TOTKLD;ENGRS;FIREMEN;CONDUCTR;BRAKEMEN;ENGHR;ENGMIN;CDTRHR;CDTRMIN;JOINTCD;REGION;TYPRR;RRDIV;METHOD;NARRLEN;YEAR4;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;COUNTY;CNTYCD;ALCOHOL;DRUG;PASSTRN;SSB1;SSB2;RCL;Latitude;Longitud;SIGNAL;MOPERA;SUBDIV;PC1;PC2;PC3;PC4;PC5
1974;580321-1974;580321;24;11;TCT;;;TCT;580321;943847C;24;11;14;6;42;PM;1;40;5;0;0;;TEXAS CITY;1;48;65;3;1;7;E;TC04;2;6220;7;Y;ADVERIO MAIN;1;2;4;TILX;198367;19;Y;;;0;;2;0;0;0;0;0;0;0;0;0;40;0;0;0;0;5;0;0;0;0;10000;30000;T110;;0;0;0;0;T110;4;1;7;40000;48C167;0;0;1;0;1;0;3;10;3;10;1;5;3;;;363;2024;0;0;0;0;0;0;GALVESTON;167;;;N;;;0;29.3678;-94.91984;2;5;GALVESTON;-0.560344387;0.271389766;-0.554169811;0.116255674;-0.297037857
1975;RV24015-1975;RV24015;24;9;RVSC;;;RVSC;RV24015;;24;9;6;2;5;AM;1;0;0;0;0;;HIDALGO;7;48;90;4;3;3;E;RV 2;2;1206;7;Y;899;X;;4;PRGX;10417;9;Y;;;0;;1;0;0;0;0;0;0;0;0;0;3;0;6;0;0;1;0;0;0;0;39212;0;T110;;0;0;0;0;T110;4;X;3;39212;48C215;0;0;1;0;1;0;9;5;9;5;1;5;3;;;130;2024;0;0;0;0;0;0;HIDALGO;215;0;0;N;450;1;0;26.465631;-98.221297;2;5;HIDALGO;-0.500495481;-0.053073801;-0.372513831;-0.340811578;2.59674426
1976;2024017-1976;2024017;24;9;PTRA;;;PTRA;2024017;;24;9;12;10;20;PM;4;3;1;0;0;;HOUSTON;5;48;74;4;1;5;E;PT24;2;181;7;Y;13-006;1;0;2;EBAX;25015;1;N;EBAX;25015;1;N;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;60000;0;E04C;;0;0;0;0;E04C;2;1;5;60000;48C201;0;0;1;0;1;1;7;50;7;50;1;5;3;;;273;2024;0;0;0;0;0;0;HARRIS;201;;;N;;;0;29.71;-95.25;2;5;SOUTHSHORE;-0.449316904;-0.532968768;-0.185710955;-0.319386925;1.883229756
1977;0624TO038-1977;0624TO038;24;6;UP;;;UP;0624TO038;;24;6;29;10;55;AM;1;0;0;0;0;;FORT WORTH;248.3;48;89;2;2;6;E;MWTF;4;28322;1;Y;YARD 101;1;;2;AEX;22954;96;Y;;;0;;3;0;1;0;1;0;0;0;0;0;203;0;40;0;0;1;0;1;0;0;75759;3100;T303;;0;0;0;0;T303;2;1;6;78859;48C439;0;0;1;0;1;0;8;15;8;15;1;5;CL;;;440;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;14095;2;0;32.73006;-97.364037;2;5;DALLAS SUB;-0.960044304;7.180825954;-2.633183436;1.0272082;-1.095453077
1978;0624SX023-1978;0624SX023;24;6;UP;XHAB;INDUSTRY;UP;0624SX023;;24;6;17;5;43;AM;1;0;0;0;0;;BRACKETTVILLE;2.6;48;81;1;1;6;R;HARB;3;2862;7;Y;YARD 410;1;;2;NS;471205;8;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;2;0;0;18602;1830;H505;H511;0;0;0;0;H505;2;1;6;20432;48C271;0;0;1;0;0;0;6;43;0;;1;5;CL;;;188;2024;0;0;0;0;0;0;KINNEY;271;;;N;4818;1;0;29.135879;-100.400282;2;5;EAGLE PASS SUB;-0.518362592;-1.039379918;-0.221298562;-0.09063382;0.320909098
1979;0624TO006-1979;0624TO006;24;6;UP;;;UP;0624TO006;;24;6;6;2;2;AM;12;0;0;0;0;;DALLAS;216.5;48;71;4;1;20;E;ZLAM;3;12524;1;Y;MAIN LINE 2;3;29;1;DTTX;726215;139;Y;;;0;;5;0;2;0;0;0;0;0;0;0;201;0;0;0;0;5;0;0;0;0;143328;442615;M404;;0;0;0;0;M404;1;3;20;595422;48C113;0;0;1;0;1;0;3;47;3;47;1;5;CL;;;410;2024;0;0;0;0;0;0;DALLAS;113;;0;N;15055;2;0;32.77356;-96.841396;1;1;DALLAS SUB;-0.561629734;6.104949174;-1.719668077;0.879951286;-2.897577297
1980;0624TO027-1980;0624TO027;24;6;UP;;;UP;0624TO027;796064K;24;6;19;2;10;PM;7;0;0;0;0;;TYE;414.29;48;83;2;2;50;E;ZLAM;3;8333;1;Y;SINGLE MAIN TRACK;4;54.9;1;UP;9063;1;N;;;0;;5;0;2;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;12529;0;M302;;0;0;0;0;M302;1;4;50;12529;48C441;0;0;1;0;1;0;1;51;1;51;1;5;CL;;;529;2024;0;0;0;0;0;0;TAYLOR;441;;;N;11105;2;0;32.457333;-99.866038;1;1;BAIRD SUB;0.777402844;3.346008877;1.421414611;-0.387768829;-2.948614754
1981;0624TO006-1981;0624TO006;24;6;UP;;;UP;0624TO006;;24;6;6;2;2;AM;12;0;0;0;0;;DALLAS;216.5;48;71;4;1;0;E;;;122;6;N;MAIN LINE 2;3;29;1;SMIX;660076;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;9479;0;M404;;0;0;0;0;M404;1;3;20;595422;48C113;0;0;0;0;0;0;0;;0;;3;5;CL;;;409;2024;0;0;0;0;0;0;DALLAS;113;;0;N;145;0;0;32.77356;-96.841396;1;1;DALLAS SUB;-0.534343022;-1.86459396;-0.123265038;0.055348883;-0.804269498
1982;0624HO012-1982;0624HO012;24;6;UP;;;UP;0624HO012;;24;6;10;3;5;AM;1;30;0;0;0;;HOUSTON;1.4;48;80;4;2;20;E;MEWF;1;6743;1;Y;BELL MAIN;2;0.8;1;DCLX;7317;76;N;;;0;;2;0;0;0;0;0;0;0;0;0;22;0;118;0;0;0;0;2;0;0;13006;20076;H503;;0;0;0;0;H503;1;2;20;33082;48C201;0;0;1;0;1;0;5;47;5;47;1;5;CL;;;156;2024;0;0;0;0;0;0;HARRIS;201;0;0;N;9200;2;0;29.766179;-95.324036;2;3;BELL LINE @HOUSTON;-0.118997874;1.21659151;0.116491446;-0.244759158;0.16724377
1983;0624HO013-1983;0624HO013;24;6;UP;;;UP;0624HO013;;24;6;10;12;50;PM;1;34;7;0;0;;PORTLAND;14.74;48;80;2;1;5;E;LHK4;4;5387;1;Y;YARD 011;1;;2;OCPX;80152;34;Y;;;0;;1;0;0;0;0;0;0;0;0;0;32;0;8;0;0;6;0;0;0;0;73128;5056;T108;;0;0;0;0;T108;2;1;5;78184;48C409;0;0;1;0;1;0;5;50;5;50;1;5;CL;;;139;2024;0;0;0;0;0;0;SAN PATRICIO;409;0;0;N;2470;2;0;27.926863;-97.299461;2;5;KOSMOS IND LD;-0.600618733;0.502697555;-0.676839769;0.051790683;0.542170752
1984;0624HO017-1984;0624HO017;24;6;UP;;;UP;0624HO017;;24;6;13;11;0;AM;12;0;0;0;0;;HOUSTON;376.61;48;87;2;2;2;E;YHO1;2;2343;7;Y;YARD 011;1;;2;MLLX;97365;24;Y;;;0;;2;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;45627;0;M411;;0;0;0;0;M411;2;1;2;45627;48C201;0;0;1;0;0;0;4;30;0;;1;5;CL;;;121;2024;0;0;0;0;0;0;HARRIS;201;;;N;1586;1;3;29.825166;-95.288278;2;5;SETTEGAST IND LD;-0.7305861;-0.658101371;-0.715511619;0.187682733;-0.263990393
1985;RD0724114-1985;RD0724114;24;7;BNSF;;;BNSF;RD0724114;;24;7;14;12;34;AM;13;7;0;0;0;;TEMPLE;219.9;48;88;4;1;0;R;HALT;2;9756;1;Y;101;1;0;2;CSOX;23688;66;N;;;0;;3;0;0;0;0;0;0;0;0;0;61;0;41;0;0;0;0;0;0;0;40382;0;H607;;0;0;0;0;H607;2;1;5;85396;48C027;0;0;1;0;1;0;8;29;8;29;1;5;1;;;222;2024;0;0;0;0;0;0;BELL;27;;;N;6854;2;0;31.120662;-97.349655;2;5;FT WORTH;-0.778239314;2.236085718;-1.353283911;0.244027721;1.149864379
1986;0624HO028-1986;0624HO028;24;6;UP;;;UP;0624HO028;;24;6;23;12;45;AM;1;0;0;0;0;;HOUSTON;0.45;48;82;4;2;5;E;YER6;3;7161;7;Y;SINGLE MAIN TRACK;4;7;1;CUBX;36577;34;N;;;0;;1;0;0;0;0;0;0;0;0;0;46;0;28;0;0;3;0;4;0;0;19963;86769;H221;H706;0;0;0;0;H221;1;4;5;106732;48C201;0;0;1;0;1;0;9;45;9;45;1;5;CL;;;382;2024;0;0;0;0;0;0;HARRIS;201;0;0;N;4411;2;0;29.786601;-95.440239;1;1;EUREKA SUB;-0.557024102;1.654093913;-0.806424617;-0.074583985;1.830265308
1987;0624HO005-1987;0624HO005;24;6;UP;;;PPQQ;INDUSTRY;;24;6;4;10;52;AM;1;0;0;0;0;;NACOGDOCHES;148.51;48;81;2;3;10;E;LLA3;2;2256;1;Y;INDUSTRY 794;1;;4;CMO;20756;14;N;;;0;;2;0;0;0;0;0;0;0;0;0;21;0;0;0;0;4;0;0;0;0;636;16280;M506;;0;0;0;0;M506;4;1;10;16916;48C347;0;0;1;0;1;0;3;52;3;52;1;5;CL;;;367;2024;0;0;0;0;0;0;NACOGDOCHES;347;;;N;1116;2;0;31.572218;-94.653257;2;5;T&NO NACOGDOCHES IND;-0.402257622;-0.396153346;-0.127077002;-0.094906089;-0.015859342
1988;KS0724205-1988;KS0724205;24;7;BNSF;;;BNSF;KS0724205;014775W;24;7;31;10;21;AM;7;9;0;0;0;;FRIONA;626.2;48;86;2;1;46;R;ZWSP;4;5031;1;Y;MAIN 1 TRACK;5;108.27;1;BNSF;6945;1;;;;0;;4;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;5000;22000;M302;;0;1;0;1;M302;1;5;46;27000;48C369;1;0;1;0;1;0;2;21;2;21;1;5;1;;;109;2024;0;1;0;0;0;0;PARMER;369;;;N;6185;2;0;34.595784;-102.781063;1;1;HEREFORD;0.909175907;1.40204771;2.403790527;0.736352841;-1.353706509
1989;RD0724129-1989;RD0724129;24;7;BNSF;;;BNSF;RD0724129;;24;7;26;7;5;AM;1;0;0;0;0;;SILSBEE;151;48;75;1;2;0;R;JCUT;4;5253;6;N;111;1;0;2;ECUX;881635;12;N;;;0;;0;0;0;0;0;0;0;0;0;0;35;0;12;0;0;0;0;2;0;0;6473;2752;E39C;;0;0;0;0;E39C;2;1;8;146594;48C199;0;0;0;0;0;0;0;;0;;3;5;1;;;143;2024;0;0;0;0;0;0;HARDIN;199;;;N;2848;0;0;30.356083;-94.194531;2;5;CONROE;-0.754634026;-0.663974913;-0.762538476;0.352840315;-1.251932544
1990;RD0724129-1990;RD0724129;24;7;BNSF;;;BNSF;RD0724129;;24;7;26;7;5;AM;1;0;0;0;0;;SILSBEE;151;48;75;1;2;8;E;YBNT;4;3443;7;Y;111;1;0;2;UTLX;2951;39;N;UTLX;2951;39;N;2;0;0;0;0;0;0;0;0;0;28;0;11;0;0;0;0;2;0;0;137369;0;E39C;;0;0;0;0;E39C;2;1;8;146594;48C199;0;0;1;0;1;1;7;6;7;6;1;5;1;;;143;2024;0;0;0;0;0;0;HARDIN;199;;;N;2613;3;0;30.356083;-94.194531;2;5;CONROE;-0.452283576;0.779558278;-0.446563157;-0.151029497;1.311657645
1991;RD0724120-1991;RD0724120;24;7;BNSF;;;BNSF;RD0724120;;24;7;18;10;15;PM;1;0;0;0;0;;LUBBOCK;675;48;82;4;1;8;R;LRDV;3;580;1;Y;MAIN 1 TRACK;2;0;1;CMHX;97070;6;N;;;0;;2;0;0;0;0;0;0;0;0;0;3;0;5;0;0;1;0;1;0;0;465;13112;H307;H702;0;0;0;0;H307;1;2;8;13577;48C303;0;0;1;0;1;1;9;15;9;15;1;5;1;;;287;2024;0;0;0;0;0;0;LUBBOCK;303;;;N;543;3;0;33.580251;-101.834473;2;3;SLATON;-0.317101023;0.006900055;-0.031053497;-0.475799452;2.529996591
1992;RD0724113-1992;RD0724113;24;7;BNSF;;;BNSF;RD0724113;;24;7;13;3;39;AM;1;0;0;0;0;;LUBBOCK;675.5;48;74;4;1;4;R;YLUB;3;3465;7;Y;207;1;0;2;TTPX;864626;49;N;;;0;;2;0;0;0;0;0;0;0;0;0;24;0;25;0;0;0;0;3;0;0;17663;200;H307;;0;0;0;0;H307;2;1;4;17863;48C303;0;0;1;0;1;1;4;40;4;40;1;5;1;;;220;2024;0;0;0;0;0;0;LUBBOCK;303;;;N;3283;3;0;33.57485;-101.828682;2;5;SLATON;-0.656333517;0.157483488;-0.726071025;0.107915737;0.276398102
1993;KS0724110-1993;KS0724110;24;7;BNSF;;;XHFE;INDUSTRY;;24;7;25;4;15;AM;1;0;0;0;0;;HEREFORD;594.6;48;66;1;1;2;R;GFCN;4;15540;1;Y;3771;X;0;4;BNSF;477452;93;Y;;;0;;3;0;0;0;1;0;0;0;0;0;109;0;0;0;0;5;0;0;0;0;225470;261537;H307;H704;0;0;0;0;H307;4;X;2;487007;48C117;0;0;1;0;1;0;4;45;4;45;1;5;1;;;199;2024;0;0;0;0;0;0;DEAF SMITH;117;;;N;6367;2;0;34.844017;-102.315719;2;5;HEREFORD;-0.971879922;3.333350849;-1.937618672;0.769090929;-1.11335065
1994;RD0724126-1994;RD0724126;24;7;BNSF;;;BNSF;RD0724126;;24;7;25;3;27;AM;1;0;0;0;0;;BEAUMONT;1.3;48;82;4;2;7;E;YBNT;2;1452;7;Y;2104;1;0;2;CBFX;471930;8;Y;;;0;;2;0;0;0;0;0;0;0;0;0;12;0;4;0;0;2;0;0;0;0;8952;10983;H703;;0;0;0;0;H703;2;1;7;19935;48C245;0;0;1;0;1;1;4;57;4;57;1;5;1;;;129;2024;0;0;0;0;0;0;JEFFERSON;245;;;N;1072;3;0;30.090085;-94.11308;2;5;SILSBEE;-0.46397817;-0.624350173;-0.200340624;-0.137201943;0.556602881
1995;RD0724122-1995;RD0724122;24;7;BNSF;;;BNSF;RD0724122;;24;7;22;7;29;AM;1;0;0;0;0;;TEMPLE;213;48;80;1;1;2;E;YTPL;2;1925;1;Y;111;1;0;2;TCMX;350571;23;Y;;;0;;2;0;0;0;0;0;0;0;0;0;16;0;5;0;0;3;0;3;0;0;392903;222233;H309;;0;0;0;0;H309;2;1;2;615136;48C027;0;0;1;0;1;1;0;59;0;59;1;5;1;;;143;2024;0;0;0;0;0;0;BELL;27;;;N;1407;3;0;31.027896;-97.308555;2;5;GALVESTON;-0.743559007;-1.180570235;-0.641333192;0.250777516;-0.949381496
1996;RD0724114-1996;RD0724114;24;7;BNSF;;;BNSF;RD0724114;;24;7;14;12;34;AM;13;0;0;0;0;;TEMPLE;219.9;48;88;4;1;5;R;YTPL;1;1166;7;Y;101;1;0;2;BNSF;1737;1;;;;0;;2;0;0;0;0;0;0;0;0;0;7;0;12;0;0;0;0;0;0;0;45014;0;H607;;0;0;0;0;H607;2;1;5;85396;48C027;0;0;0;0;1;1;0;;2;3;3;5;1;;;222;2024;0;0;0;0;0;0;BELL;27;;;N;1273;2;0;31.120662;-97.349655;2;5;FT WORTH;-0.564545578;-1.418944613;-0.243933208;0.021608147;-0.445393423
1997;0624TO005-1997;0624TO005;24;6;UP;;;UP;0624TO005;;24;6;6;1;52;AM;1;0;0;0;0;;DALLAS;216.5;48;74;4;1;8;E;MDAF;4;12478;1;Y;MAIN LINE 1;3;29;1;CP;523188;96;N;;;0;;4;0;0;0;0;0;0;0;0;0;81;0;96;0;0;0;0;1;0;0;124887;48575;H526;H503;0;0;0;0;H526;1;3;8;173462;48C113;0;0;1;0;1;0;5;22;4;22;1;5;CL;;;188;2024;0;0;0;0;0;0;DALLAS;113;;0;N;11836;2;0;32.773596;-96.841402;1;1;DALLAS SUB;-0.701028866;2.766065159;-1.307676379;0.448036002;-0.657850134
1998;RD0624114-1998;RD0624114;24;6;BNSF;;;BNSF;RD0624114;;24;6;15;12;30;AM;1;0;0;0;0;;SILSBEE;151.5;48;85;4;1;4;E;YBNT;4;6358;7;Y;101;1;0;2;WLPX;258018;3;Y;;;0;;2;0;0;0;0;0;0;0;0;0;53;0;16;0;0;2;0;0;0;0;92520;249986;H020;;0;0;0;0;H020;2;1;4;342506;48C199;0;0;1;0;1;1;8;33;8;33;1;5;1;;;185;2024;0;0;0;0;0;0;HARDIN;199;;;N;4623;3;0;30.352336;-94.186588;2;5;CONROE;-0.574322724;1.21875461;-0.75661995;-0.048255664;1.538875089
1999;RD0624126-1999;RD0624126;24;6;BNSF;;;BNSF;RD0624126;;24;6;22;12;20;PM;9;0;0;0;0;;KIRKLAND;211;48;94;2;1;55;E;ZALT;4;6399;1;Y;SINGLE MAIN TRACK;4;42.76;1;BNSF;9118;1;;;;0;;4;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;30000;M402;;0;0;0;0;M402;1;4;55;30000;48C075;0;0;1;0;1;0;7;50;7;50;1;5;1;;;161;2024;0;0;0;0;0;0;CHILDRESS;75;;;N;7372;2;0;34.379679;-100.057041;1;1;RED RIVER VALLEY;1.178656416;2.884707943;2.304632231;-1.140348343;-0.044547452
2000;RD0624202-2000;RD0624202;24;6;BNSF;;;UP;XXX;742719X;24;6;11;11;49;AM;7;0;0;0;0;;LA COSTE;238.4;48;90;2;2;28;E;KSNT;4;5060;1;Y;SINGLE MAIN TRACK;4;0;1;BNSF;1459;1;;;;0;;3;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;1000;0;M302;;0;1;0;1;M302;1;4;28;1000;48C325;1;0;1;0;2;0;5;49;5;49;1;5;1;;;142;2024;0;0;0;0;0;1;MEDINA;325;;;N;3082;3;0;29.27069;-98.868745;1;1;DEL RIO (UP);0.354665499;1.065132925;1.405394773;0.941059476;0.291797513
2001;580318-2001;580318;24;5;TCT;;;TCT;580318;;24;5;17;9;0;AM;4;11;2;0;0;;GALVESTON;2;48;75;2;2;5;E;TCO1;4;0;7;Y;603E/604 CROSSOVER;1;;2;ULTX;212958;2;Y;;;0;;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;3;0;H306;;0;0;0;0;H306;2;1;5;3;48C167;0;0;1;0;1;0;2;;2;;1;5;3;;;401;2024;0;0;0;0;0;0;GALVESTON;167;;;N;;;0;29.35973;-94.92575;2;5;GALVESTON;-0.555815898;-1.214518801;-0.270432921;-0.018124375;-0.07467815
2002;0524HO005-2002;0524HO005;24;5;UP;;;XUDC;INDUSTRY;;24;5;3;1;6;AM;1;0;0;0;0;;HOUSTON;2.06;48;75;4;2;5;E;LHO2;4;1280;7;Y;INDUSTRY 757;1;;4;XOMX;42962;3;Y;;;0;;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;4;0;0;0;0;23364;0;T205;;0;0;0;0;T205;4;1;5;23364;48C201;0;0;1;0;1;0;9;7;9;7;1;5;CL;;;264;2024;0;0;0;0;0;0;HARRIS;201;0;0;N;755;2;0;29.770401;-95.264045;2;5;BAYTOWN SUB;-0.432790693;0.101531325;-0.271921385;-0.371140296;2.502991336
2003;0524HO025-2003;0524HO025;24;5;UP;;;UP;0524HO025;;24;5;16;6;30;PM;12;1;1;0;0;;HOUSTON;375.75;48;78;3;3;5;E;;2;500;6;N;YARD 018;1;;2;CNW;180408;2;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;116714;0;M102;;0;0;0;0;M102;2;1;5;116792;48C201;0;0;0;0;0;0;0;;0;;1;5;CL;;;102;2024;0;0;0;0;0;0;HARRIS;201;;;N;200;0;0;29.812794;-95.288639;2;5;SETTEGAST IND LD;-0.57567599;-1.797253898;-0.195156926;0.040936221;-0.716770541
2004;0524HO025-2004;0524HO025;24;5;UP;;;UP;0524HO025;;24;5;16;6;30;PM;12;0;0;0;0;;HOUSTON;375.75;48;78;3;3;2;E;;1;34;5;N;YARD 018;1;;2;UP;99838;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;78;0;M102;;0;0;0;0;M102;2;1;5;116792;48C201;0;0;0;0;0;0;0;;0;;3;5;CL;;;102;2024;0;0;0;0;0;0;HARRIS;201;;;N;59;0;0;29.812794;-95.288639;2;5;SETTEGAST IND LD;-0.646481455;-1.901852574;-0.316182301;0.091627382;-0.671428965
2005;0324SX019-2005;0324SX019;24;3;UP;;;UP;0324SX019;439676A;24;3;20;9;0;AM;7;0;0;0;0;;HUTTO;155.17;48;55;2;2;52;E;RIPK;2;2513;1;Y;SINGLE MAIN TRACK;4;43.2;1;UP;6080;1;N;;;0;;3;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;17148;990;M308;;0;1;0;1;M308;1;4;52;18138;48C491;1;0;1;0;1;0;4;45;4;45;1;5;CL;;;159;2024;0;1;0;0;0;0;WILLIAMSON;491;;;N;4210;2;0;30.536801;-97.580823;1;1;AUSTIN SUB;1.270182519;0.28749979;3.326700621;0.175065147;0.02569946
2006;0524ES019-2006;0524ES019;24;5;UP;;;UP;0524ES019;;24;5;10;12;10;PM;9;0;0;0;0;;BRACKETTVILLE;354.63;48;85;2;2;15;E;;4;0;A;Y;SINGLE MAIN TRACK;4;13;1;BR;1812;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;H999;;0;0;0;0;H999;1;4;15;13000;48C271;0;0;1;0;0;0;5;10;0;;1;5;CL;;;1115;2024;0;0;0;0;0;0;KINNEY;271;0;0;N;;1;0;29.281223;-100.58834;1;2;DEL RIO SUB;-0.1865269;-1.143642604;0.431877925;-0.330733162;0.066383464
2007;RD0424202-2007;RD0424202;24;4;BNSF;ATK;179312;BNSF;RD0424202;023127D;24;4;10;4;45;PM;7;0;0;0;0;;MERIDIAN;278;48;62;2;2;0;;;;0;;;SINGLE MAIN TRACK;5;56.66;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M302;;0;0;0;0;M302;1;5;54;65135;48C035;0;0;0;0;0;0;0;;0;;2;5;1;;;151;2024;0;0;0;0;0;0;BOSQUE;35;;;;;;;31.886068;-97.619125;1;1;FT WORTH;-0.166068582;-1.713911058;0.525467636;-0.119822324;-1.134450427
2008;0424TO029-2008;0424TO029;24;4;UP;;;UP;0424TO029;;24;4;23;7;36;PM;1;1;1;0;0;;MERKEL;428.45;48;85;3;3;61;R;ZMNL;4;5971;1;Y;SINGLE MAIN TRACK;5;54.8;1;DTTX;471765;40;Y;;;0;;4;0;0;0;0;0;0;0;0;0;108;0;8;0;0;20;0;8;0;0;1185211;183643;M105;;0;0;0;0;M105;1;5;61;1368854;48C441;0;0;1;0;1;0;9;6;9;6;1;5;CL;;;206;2024;0;0;0;0;0;0;TAYLOR;441;;;N;7926;2;0;32.484998;-100.105642;1;1;BAIRD SUB;1.317567118;4.578014159;2.233969344;-1.152033179;0.101596087
2009;0524SX020-2009;0524SX020;24;5;UP;;;CMEX;INDUSTRY;;24;5;19;2;38;PM;1;0;0;0;0;;NEW BRAUNFELS;230.21;48;89;2;2;7;R;RBXB;1;3512;1;Y;INDUSTRY 814;1;;4;CMEX;210070;12;Y;;;0;;3;0;0;0;0;0;0;0;0;0;27;0;3;0;0;11;0;0;0;0;16500;14120;T110;;0;0;0;0;T110;4;1;7;30620;48C091;0;0;1;0;1;0;3;23;3;23;1;5;CL;;;244;2024;0;0;0;0;0;0;COMAL;91;;;N;1488;2;0;29.687781;-98.168249;2;5;AUSTIN SUB;-0.519620768;-0.279132714;-0.373647225;0.013212986;-0.052205463
2010;0524TO002-2010;0524TO002;24;5;UP;;;UP;0524TO002;;24;5;1;6;43;PM;1;0;0;0;0;;GROESBECK;174.94;48;76;3;3;15;E;GSAN;2;14982;1;Y;SINGLE MAIN TRACK;3;59.2;1;CMO;112930;65;Y;;;0;;3;0;0;0;1;0;0;0;0;0;96;0;0;0;0;11;0;0;0;0;783754;87094;M103;;0;0;0;0;M103;1;3;15;870848;48C293;0;0;1;0;1;0;6;8;5;46;1;5;CL;;;314;2024;0;0;0;0;0;0;LIMESTONE;293;0;0;N;6100;2;0;31.593711;-96.494151;1;1;ENNIS SUB;-0.423227479;3.29240498;-0.861283624;0.245753871;-0.541204976
2011;0524TO004-2011;0524TO004;24;5;UP;;;UP;0524TO004;;24;5;1;2;50;PM;1;0;0;0;0;;PYOTE;626.78;48;92;2;2;56;R;2ILB;3;12829;1;Y;SINGLE MAIN TRACK;4;46.6;1;TTGX;696643;22;Y;;;0;;3;0;2;0;0;0;0;0;0;0;227;0;0;0;0;40;0;0;0;0;2838207;490795;T204;;0;0;0;0;T204;1;4;56;3329002;48C475;0;0;1;0;1;0;1;20;1;20;1;5;CL;;;292;2024;0;0;0;0;0;0;WARD;475;0;0;N;15593;2;0;31.518153;-103.174336;1;1;TOYAH SUB;0.802213741;6.029043075;0.942209983;-0.047798958;-4.195284808
2012;0524TO026-2012;0524TO026;24;5;UP;;;UP;0524TO026;;24;5;22;2;45;AM;1;19;0;0;0;;FORT WORTH;755.91;48;78;4;2;11;R;MFWE;1;18266;1;Y;MAIN LINE 1;3;136;1;PTTX;140643;8;Y;;;0;;3;0;0;0;0;0;0;0;0;0;135;0;13;0;0;6;0;0;0;0;423247;72207;H518;;0;0;0;0;H518;1;3;11;495454;48C439;0;0;1;0;1;0;7;45;7;45;1;5;CL;;;155;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;10008;2;0;32.743528;-97.321508;1;1;CHOCTAW SUB;-0.527319291;3.94094498;-1.174783588;0.338224858;-0.216959815
2013;RD0624102-2013;RD0624102;24;6;BNSF;;;BNSF;RD0624102;;24;6;6;4;10;PM;1;0;0;0;0;;HOUSTON;70.5;48;88;2;1;3;R;YCSY;2;2612;7;Y;7105;1;0;2;BNSF;6521;2;;BNSF;6521;2;;3;0;0;0;0;1;0;0;0;0;19;0;6;0;0;0;0;0;0;0;15500;0;T308;E64L;0;0;0;0;T308;2;1;3;15500;48C201;0;0;1;0;1;1;9;39;9;39;1;5;1;;;192;2024;0;0;0;0;0;0;HARRIS;201;;;N;1532;3;0;29.913479;-95.506774;2;5;HOUSTON;-0.521426629;0.330997704;-0.485282358;-0.270563543;2.409353256
